step,t_zone,t_amb,hour,day,a0_raw,a1_raw,t_zone_next,delta_t,p_total,policy,season
199,28.888,8.3,8.0,98.33,0.70807,0.7606,31.0985,2.2105,118.04,heat,spring
200,31.0985,10.5,9.0,98.38,0.79786,0.70778,31.9838,0.8853,107.74,heat,spring
201,31.9838,12.8,10.0,98.42,0.94479,0.94084,33.301,1.3172,158.14,heat,spring
202,33.301,15.0,11.0,98.46,0.46889,0.62351,31.1452,-2.1558,191.69,heat,spring
203,31.1452,17.2,12.0,98.5,0.4257,0.99806,31.2715,0.1263,385.75,heat,spring
204,31.2715,19.5,13.0,98.54,0.81985,0.94759,33.8844,2.6129,234.7,heat,spring
205,33.8844,21.7,14.0,98.58,0.44952,0.81723,32.005,-1.8795,413.04,heat,spring
206,32.005,20.8,15.0,98.62,0.39569,0.6869,31.6776,-0.3273,387.16,heat,spring
207,31.6776,19.8,16.0,98.67,0.91124,0.81513,34.1307,2.4531,129.36,heat,spring
208,34.1307,18.9,17.0,98.71,0.91421,0.56888,33.9495,-0.1812,83.53,heat,spring
209,33.9495,17.6,18.0,98.75,0.64254,0.72599,31.6731,-2.2764,111.22,heat,spring
210,31.6731,16.3,19.0,98.79,0.9056,0.98337,32.9217,1.2486,168.76,heat,spring
211,32.9217,15.0,20.0,98.83,0.84776,0.55742,32.2921,-0.6295,81.71,heat,spring
212,32.2921,15.0,21.0,98.88,0.91415,0.79488,32.6457,0.3536,125.08,heat,spring
213,32.6457,15.0,22.0,98.92,0.92515,0.79915,32.6029,-0.0428,125.97,heat,spring
214,32.6029,15.0,23.0,98.96,0.71667,0.83356,31.3889,-1.2141,133.34,heat,spring
215,31.3889,14.8,0.0,99.0,0.9327,0.89857,32.4893,1.1005,148.03,heat,spring
216,32.4893,14.6,1.0,99.04,0.69744,0.60135,30.9611,-1.5282,88.82,heat,spring
217,30.9611,14.4,2.0,99.08,0.82791,0.74719,31.5402,0.5791,115.37,heat,spring
218,31.5402,12.6,3.0,99.12,0.40434,0.54473,29.0043,-2.5359,79.73,heat,spring
219,29.0043,10.7,4.0,99.17,0.86226,0.89141,31.3926,2.3883,146.36,heat,spring
220,31.3926,8.9,5.0,99.21,0.40943,0.82611,28.8088,-2.5838,131.72,heat,spring
221,28.8088,9.5,6.0,99.25,0.58363,0.99423,29.9245,1.1157,171.55,heat,spring
222,29.9245,10.0,7.0,99.29,0.81931,0.64814,31.3227,1.3982,96.84,heat,spring
223,31.3227,10.6,8.0,99.33,0.42095,0.69482,30.1887,-1.134,122.7,heat,spring
224,30.1887,11.1,9.0,99.38,0.92235,0.59303,33.3876,3.1988,87.45,heat,spring
225,33.3876,11.7,10.0,99.42,0.50419,0.78571,31.6331,-1.7544,263.1,heat,spring
226,31.6331,12.2,11.0,99.46,0.66189,0.9529,32.7507,1.1175,273.88,heat,spring
227,32.7507,12.4,12.0,99.5,0.96501,0.53363,34.631,1.8804,78.02,heat,spring
228,34.631,12.6,13.0,99.54,0.43545,0.51267,32.1472,-2.4839,347.01,heat,spring
229,32.1472,12.8,14.0,99.58,0.68858,0.6193,33.1741,1.027,214.82,heat,spring
230,33.1741,11.5,15.0,99.62,0.9324,0.87514,34.2437,1.0696,142.62,heat,spring
231,34.2437,10.2,16.0,99.67,0.36238,0.54501,31.1684,-3.0753,306.83,heat,spring
232,31.1684,8.9,17.0,99.71,0.96459,0.91148,33.874,2.7056,151.07,heat,spring
233,33.874,8.0,18.0,99.75,0.32243,0.91988,29.6531,-4.221,226.28,heat,spring
234,29.6531,7.0,19.0,99.79,0.67644,0.86819,31.1057,1.4526,141.04,heat,spring
235,31.1057,6.1,20.0,99.83,0.31907,0.64871,29.0202,-2.0855,96.94,heat,spring
236,29.0202,5.2,21.0,99.88,0.38006,0.85401,29.0365,0.0163,137.85,heat,spring
237,29.0365,4.2,22.0,99.92,0.40274,0.83965,28.8738,-0.1627,134.67,heat,spring
238,28.8738,3.3,23.0,99.96,0.78424,0.96012,30.7932,1.9194,162.9,heat,spring
239,30.7932,3.1,0.0,100.0,0.69981,0.80671,30.1027,-0.6905,127.57,heat,spring
240,30.1027,3.0,1.0,100.04,0.30094,0.85294,27.855,-2.2477,137.61,heat,spring
241,27.855,2.8,2.0,100.08,0.58603,0.97791,29.2983,1.4433,167.37,heat,spring
242,29.2983,2.6,3.0,100.12,0.32083,0.63485,27.5164,-1.7819,94.51,heat,spring
243,27.5164,2.4,4.0,100.17,0.8462,0.65778,30.0958,2.5794,98.55,heat,spring
244,30.0958,2.2,5.0,100.21,0.97128,0.50131,30.4025,0.3067,73.2,heat,spring
245,30.4025,2.0,6.0,100.25,0.9781,0.71068,30.6956,0.2931,108.29,heat,spring
246,30.6956,1.9,7.0,100.29,0.68899,0.79476,29.298,-1.3977,125.05,heat,spring
247,29.298,1.7,8.0,100.33,0.88016,0.99468,31.0339,1.7359,171.67,heat,spring
248,31.0339,2.1,9.0,100.38,0.48073,0.68832,28.7637,-2.2702,104.1,heat,spring
249,28.7637,2.4,10.0,100.42,0.45891,0.66228,28.6183,-0.1454,99.35,heat,spring
250,28.6183,2.8,11.0,100.46,0.93618,0.5459,31.0332,2.4149,79.91,heat,spring
251,31.0332,3.7,12.0,100.5,0.45203,0.86847,29.0867,-1.9466,141.1,heat,spring
252,29.0867,4.7,13.0,100.54,0.6982,0.74374,30.5169,1.4302,114.69,heat,spring
253,30.5169,5.6,14.0,100.58,0.38455,0.73072,28.8655,-1.6514,112.14,heat,spring
254,28.8655,6.1,15.0,100.62,0.8036,0.63834,31.0092,2.1437,95.12,heat,spring
255,31.0092,6.7,16.0,100.67,0.43726,0.88532,29.19,-1.8192,144.95,heat,spring
256,29.19,7.2,17.0,100.71,0.34129,0.64266,28.4296,-0.7604,95.88,heat,spring
257,28.4296,7.0,18.0,100.75,0.73993,0.90999,29.9684,1.5388,150.72,heat,spring
258,29.9684,6.9,19.0,100.79,0.51399,0.95418,28.6801,-1.2883,161.42,heat,spring
259,28.6801,6.7,20.0,100.83,0.974,0.52537,30.3991,1.719,76.77,heat,spring
260,30.3991,5.6,21.0,100.88,0.52733,0.61675,28.2126,-2.1865,91.41,heat,spring
261,28.2126,4.4,22.0,100.92,0.97067,0.51856,30.045,1.8324,75.75,heat,spring
262,30.045,3.3,23.0,100.96,0.47961,0.81276,27.9371,-2.1079,128.85,heat,spring
263,27.9371,4.4,0.0,101.0,0.78695,0.50643,29.0562,1.119,73.95,heat,spring
264,29.0562,5.6,1.0,101.04,0.61736,0.74064,28.5383,-0.5178,114.07,heat,spring
265,28.5383,6.7,2.0,101.08,0.68691,0.78179,28.9295,0.3912,122.36,heat,spring
266,28.9295,7.8,3.0,101.12,0.95714,0.73437,30.1635,1.2341,112.85,heat,spring
267,30.1635,7.8,4.0,101.17,0.45359,0.78928,27.6963,-2.4672,123.91,heat,spring
268,27.6963,7.8,5.0,101.21,0.4065,0.85003,27.4388,-0.2575,136.96,heat,spring
269,27.4388,7.8,6.0,101.25,0.80059,0.8882,29.6835,2.2447,145.62,heat,spring
270,29.6835,8.9,7.0,101.29,0.37549,0.95672,27.9319,-1.7517,162.05,heat,spring
271,27.9319,10.0,8.0,101.33,0.73336,0.68128,30.7241,2.7922,102.8,heat,spring
272,30.7241,11.1,9.0,101.38,0.32158,0.69864,29.1675,-1.5566,106.02,heat,spring
273,29.1675,12.0,10.0,101.42,0.98425,0.59437,33.1632,3.9958,87.67,heat,spring
274,33.1632,13.0,11.0,101.46,0.64279,0.80595,31.9645,-1.1987,127.55,heat,spring
275,31.9645,13.9,12.0,101.5,0.72837,0.852,32.545,0.5805,137.4,heat,spring
276,32.545,13.2,13.0,101.54,0.63588,0.97464,31.9216,-0.6234,169.58,heat,spring
277,31.9216,12.4,14.0,101.58,0.38687,0.67398,30.3755,-1.5461,192.42,heat,spring
278,30.3755,11.7,15.0,101.62,0.95986,0.96792,33.3304,2.9549,164.85,heat,spring
279,33.3304,9.8,16.0,101.67,0.52775,0.86091,30.7275,-2.6029,139.39,heat,spring
280,30.7275,8.0,17.0,101.71,0.9035,0.52648,32.2792,1.5517,76.94,heat,spring
281,32.2792,6.1,18.0,101.75,0.78863,0.63772,30.9554,-1.3238,95.01,heat,spring
282,30.9554,5.7,19.0,101.79,0.42173,0.56592,28.8421,-2.1133,83.06,heat,spring
283,28.8421,5.4,20.0,101.83,0.79591,0.81715,30.7293,1.8872,129.79,heat,spring
284,30.7293,5.0,21.0,101.88,0.41028,0.97021,28.632,-2.0973,165.43,heat,spring
285,28.632,4.6,22.0,101.92,0.87481,0.60225,30.6166,1.9847,88.97,heat,spring
286,30.6166,4.3,23.0,101.96,0.42156,0.57945,28.1819,-2.4347,85.23,heat,spring
287,28.1819,3.9,0.0,102.0,0.4259,0.75739,28.1259,-0.056,117.4,heat,spring
288,28.1259,3.2,1.0,102.04,0.51514,0.89219,28.5246,0.3987,146.54,heat,spring
289,28.5246,2.4,2.0,102.08,0.40738,0.9252,27.8282,-0.6963,154.35,heat,spring
290,27.8282,1.7,3.0,102.12,0.46207,0.73291,27.7747,-0.0536,112.56,heat,spring
291,27.7747,1.3,4.0,102.17,0.41646,0.96954,27.5814,-0.1933,165.26,heat,spring
292,27.5814,1.0,5.0,102.21,0.86605,0.6712,29.4612,1.8798,100.96,heat,spring
293,29.4612,0.6,6.0,102.25,0.44604,0.79155,27.4348,-2.0264,124.38,heat,spring
294,27.4348,0.4,7.0,102.29,0.99461,0.70966,30.0433,2.6085,108.09,heat,spring
295,30.0433,0.2,8.0,102.33,0.71824,0.96061,29.6085,-0.4348,163.02,heat,spring
296,29.6085,0.0,9.0,102.38,0.56882,0.5604,28.5136,-1.0949,82.18,heat,spring
297,28.5136,0.2,10.0,102.42,0.83403,0.62887,29.8879,1.3743,93.48,heat,spring
298,29.8879,0.4,11.0,102.46,0.8248,0.69076,29.9927,0.1048,104.55,heat,spring
299,29.9927,0.6,12.0,102.5,0.36401,0.61405,27.7859,-2.2068,90.95,heat,spring
300,27.7859,1.7,13.0,102.54,0.85927,0.58824,30.3741,2.5882,86.66,heat,spring
301,30.3741,2.8,14.0,102.58,0.60193,0.85089,29.5836,-0.7906,137.15,heat,spring
302,29.5836,3.9,15.0,102.62,0.99914,0.91635,31.8068,2.2233,152.23,heat,spring
303,31.8068,4.1,16.0,102.67,0.66906,0.54032,29.8092,-1.9976,79.05,heat,spring
304,29.8092,4.2,17.0,102.71,0.45364,0.86966,28.7543,-1.0549,141.37,heat,spring
305,28.7543,4.4,18.0,102.75,0.78349,0.75355,29.5412,0.7869,116.63,heat,spring
306,29.5412,3.5,19.0,102.79,0.96186,0.616,30.0513,0.51,91.28,heat,spring
307,30.0513,2.6,20.0,102.83,0.34666,0.8136,27.0183,-3.033,129.03,heat,spring
308,27.0183,1.7,21.0,102.88,0.73829,0.90002,29.0265,2.0082,148.37,heat,spring
309,29.0265,1.1,22.0,102.92,0.68377,0.91305,28.7007,-0.3258,151.44,heat,spring
310,28.7007,0.6,23.0,102.96,0.39197,0.94193,27.0939,-1.6068,158.4,heat,spring
311,27.0939,0.0,0.0,103.0,0.70145,0.76819,28.3162,1.2223,119.58,heat,spring
312,28.3162,-1.0,1.0,103.04,0.46151,0.83649,27.0077,-1.3085,133.98,heat,spring
313,27.0077,-2.1,2.0,103.08,0.88314,0.69455,28.7197,1.712,105.25,heat,spring
314,28.7197,-3.3,3.0,103.12,0.64658,0.65073,27.4008,-1.3189,97.3,heat,spring
315,27.4008,-4.1,4.0,103.17,0.30227,0.51577,25.3179,-2.0829,75.33,heat,spring
316,25.3179,-5.1,5.0,103.21,0.58133,0.81303,26.9744,1.6565,128.91,heat,spring
317,26.9744,-6.1,6.0,103.25,0.94916,0.83812,29.0298,2.0553,134.33,heat,spring
318,29.0298,-4.0,7.0,103.29,0.50715,0.96184,27.4357,-1.5941,163.33,heat,spring
319,27.4357,-1.9,8.0,103.33,0.34179,0.5039,27.297,-0.1387,73.57,heat,spring
320,27.297,0.0,9.0,103.38,0.53667,0.96215,29.235,1.938,163.4,heat,spring
321,29.235,1.3,10.0,103.42,0.32298,0.96242,28.6021,-0.6329,163.47,heat,spring
322,28.6021,2.6,11.0,103.46,0.44927,0.92001,29.8036,1.2015,153.1,heat,spring
323,29.8036,3.9,12.0,103.5,0.44883,0.51808,30.1826,0.379,75.68,heat,spring
324,30.1826,4.3,13.0,103.54,0.78446,0.55154,32.0686,1.886,80.79,heat,spring
325,32.0686,4.6,14.0,103.58,0.79058,0.74405,32.2729,0.2043,114.75,heat,spring
326,32.2729,5.0,15.0,103.62,0.77197,0.73798,32.059,-0.2139,113.55,heat,spring
327,32.059,5.4,16.0,103.67,0.74368,0.94671,31.7715,-0.2875,159.58,heat,spring
328,31.7715,5.7,17.0,103.71,0.58884,0.58428,30.6885,-1.083,86.01,heat,spring
329,30.6885,6.1,18.0,103.75,0.44513,0.77208,29.1067,-1.5818,120.37,heat,spring
330,29.1067,5.0,19.0,103.79,0.42032,0.80471,28.6735,-0.4332,127.14,heat,spring
331,28.6735,3.9,20.0,103.83,0.45032,0.93992,28.64,-0.0335,157.91,heat,spring
332,28.64,2.8,21.0,103.88,0.74998,0.56703,29.6238,0.9838,83.23,heat,spring
333,29.6238,2.1,22.0,103.92,0.60896,0.81116,28.9942,-0.6296,128.51,heat,spring
334,28.9942,1.3,23.0,103.96,0.98656,0.77751,30.7541,1.7599,121.48,heat,spring
335,30.7541,0.6,0.0,104.0,0.75853,0.78583,29.4754,-1.2787,123.19,heat,spring
336,29.4754,-0.1,1.0,104.04,0.30886,0.9852,27.0837,-2.3916,169.23,heat,spring
337,27.0837,-0.8,2.0,104.08,0.53516,0.77385,27.8631,0.7794,120.73,heat,spring
338,27.8631,-1.7,3.0,104.12,0.79814,0.72642,29.0414,1.1783,111.3,heat,spring
339,29.0414,-1.6,4.0,104.17,0.61741,0.77695,28.102,-0.9395,121.36,heat,spring
340,28.102,-1.6,5.0,104.21,0.68052,0.60672,28.0803,-0.0217,89.72,heat,spring
341,28.0803,-1.7,6.0,104.25,0.41505,0.95597,27.3141,-0.7662,161.87,heat,spring
342,27.3141,0.5,7.0,104.29,0.76973,0.99195,29.6139,2.2999,170.96,heat,spring
343,29.6139,2.8,8.0,104.33,0.59944,0.5928,29.5835,-0.0305,87.41,heat,spring
344,29.5835,5.0,9.0,104.38,0.54856,0.52398,29.943,0.3596,76.56,heat,spring
345,29.943,6.9,10.0,104.42,0.70802,0.55354,31.4644,1.5214,81.1,heat,spring
346,31.4644,8.7,11.0,104.46,0.6122,0.75713,31.6319,0.1674,117.35,heat,spring
347,31.6319,10.6,12.0,104.5,0.60792,0.77549,32.0682,0.4363,186.9,heat,spring
348,32.0682,11.7,13.0,104.54,0.32782,0.70766,30.9454,-1.1228,369.73,heat,spring
349,30.9454,12.8,14.0,104.58,0.68281,0.88891,32.7998,1.8544,232.45,heat,spring
350,32.7998,13.9,15.0,104.62,0.77507,0.93518,33.1509,0.3511,168.02,heat,spring
351,33.1509,13.9,16.0,104.67,0.99257,0.56778,33.9972,0.8463,83.35,heat,spring
352,33.9972,13.9,17.0,104.71,0.57038,0.77781,31.6768,-2.3204,175.59,heat,spring
353,31.6768,13.9,18.0,104.75,0.69004,0.56757,31.3023,-0.3745,83.32,heat,spring
354,31.3023,10.7,19.0,104.79,0.32648,0.9136,29.102,-2.2004,151.57,heat,spring
355,29.102,7.6,20.0,104.83,0.54591,0.9097,29.8403,0.7383,150.65,heat,spring
356,29.8403,4.4,21.0,104.88,0.82403,0.55105,30.7348,0.8945,80.71,heat,spring
357,30.7348,2.9,22.0,104.92,0.3939,0.88572,28.5217,-2.2131,145.04,heat,spring
358,28.5217,1.5,23.0,104.96,0.47023,0.57154,28.4297,-0.092,83.95,heat,spring
359,28.4297,0.0,0.0,105.0,0.96877,0.69569,30.9104,2.4807,105.46,heat,spring
360,30.9104,0.4,1.0,105.04,0.74022,0.73837,29.6858,-1.2246,113.63,heat,spring
361,29.6858,0.7,2.0,105.08,0.89797,0.57549,30.1773,0.4915,84.59,heat,spring
362,30.1773,1.1,3.0,105.12,0.86613,0.66737,30.0175,-0.1599,100.27,heat,spring
363,30.0175,0.5,4.0,105.17,0.83252,0.72617,29.7881,-0.2294,111.26,heat,spring
364,29.7881,0.0,5.0,105.21,0.5385,0.50016,27.8752,-1.9129,73.03,heat,spring
365,27.8752,-0.6,6.0,105.25,0.5918,0.6963,28.5328,0.6576,105.58,heat,spring
366,28.5328,1.3,7.0,105.29,0.9817,0.72467,30.9535,2.4207,110.96,heat,spring
367,30.9535,3.1,8.0,105.33,0.54578,0.90704,29.9868,-0.9667,150.02,heat,spring
368,29.9868,5.0,9.0,105.38,0.54776,0.86862,30.5718,0.585,141.13,heat,spring
369,30.5718,7.6,10.0,105.42,0.76873,0.70869,32.3978,1.826,107.91,heat,spring
370,32.3978,10.2,11.0,105.46,0.71126,0.7896,32.683,0.2852,146.75,heat,spring
371,32.683,12.8,12.0,105.5,0.31124,0.75248,30.9877,-1.6953,415.38,heat,spring
372,30.9877,14.3,13.0,105.54,0.44351,0.64022,31.9203,0.9326,346.17,heat,spring
373,31.9203,15.7,14.0,105.58,0.31245,0.9319,31.0714,-0.8489,498.71,heat,spring
374,31.0714,17.2,15.0,105.62,0.48442,0.56835,31.9717,0.9003,280.16,heat,spring
375,31.9717,16.8,16.0,105.67,0.53785,0.64178,31.9607,-0.011,230.93,heat,spring
376,31.9607,16.5,17.0,105.71,0.61424,0.98421,32.1043,0.1435,239.44,heat,spring
377,32.1043,16.1,18.0,105.75,0.66643,0.87663,31.5623,-0.5419,142.96,heat,spring
378,31.5623,13.5,19.0,105.79,0.4227,0.5854,29.9242,-1.6381,86.19,heat,spring
379,29.9242,10.9,20.0,105.83,0.53003,0.56537,30.0608,0.1366,82.97,heat,spring
380,30.0608,8.3,21.0,105.88,0.82043,0.99027,31.5939,1.5331,170.53,heat,spring
381,31.5939,8.3,22.0,105.92,0.74245,0.76282,30.9186,-0.6753,118.49,heat,spring
382,30.9186,8.3,23.0,105.96,0.62449,0.70936,30.134,-0.7846,108.04,heat,spring
383,30.134,8.3,0.0,106.0,0.34987,0.83864,28.5774,-1.5566,134.45,heat,spring
384,28.5774,8.1,1.0,106.04,0.40939,0.76679,28.6875,0.1102,119.3,heat,spring
385,28.6875,8.0,2.0,106.08,0.53469,0.58019,29.0868,0.3993,85.35,heat,spring
386,29.0868,7.8,3.0,106.12,0.92464,0.65341,30.9814,1.8945,97.77,heat,spring
387,30.9814,6.5,4.0,106.17,0.30846,0.77128,27.6867,-3.2947,120.21,heat,spring
388,27.6867,5.2,5.0,106.21,0.45422,0.55618,28.0832,0.3965,81.52,heat,spring
389,28.0832,3.9,6.0,106.25,0.80583,0.7692,30.3088,2.2257,119.78,heat,spring
390,30.3088,6.5,7.0,106.29,0.64376,0.62962,29.8079,-0.5009,93.61,heat,spring
391,29.8079,9.1,8.0,106.33,0.96636,0.7367,32.7697,2.9617,113.3,heat,spring
392,32.7697,11.7,9.0,106.38,0.9471,0.92204,33.4408,0.6711,153.59,heat,spring
393,33.4408,13.5,10.0,106.42,0.80632,0.76887,33.2569,-0.184,119.72,heat,spring
394,33.2569,15.4,11.0,106.46,0.66273,0.80682,33.0338,-0.2231,278.19,heat,spring
395,33.0338,17.2,12.0,106.5,0.51438,0.876,32.6284,-0.4054,447.74,heat,spring
396,32.6284,17.8,13.0,106.54,0.46737,0.94884,32.5602,-0.0682,536.65,heat,spring
397,32.5602,18.3,14.0,106.58,0.85394,0.96113,34.682,2.1219,330.8,heat,spring
398,34.682,18.9,15.0,106.62,0.38419,0.78643,32.1692,-2.5128,520.76,heat,spring
399,32.1692,18.9,16.0,106.67,0.49295,0.59686,32.4839,0.3147,353.2,heat,spring
400,32.4839,18.9,17.0,106.71,0.3578,0.86519,31.42,-1.0639,464.67,heat,spring
401,31.42,18.9,18.0,106.75,0.44921,0.85379,31.033,-0.387,260.31,heat,spring
402,31.033,17.4,19.0,106.79,0.31617,0.92801,30.0226,-1.0103,303.94,heat,spring
403,30.0226,15.9,20.0,106.83,0.50822,0.6394,30.7263,0.7037,95.31,heat,spring
404,30.7263,14.4,21.0,106.88,0.92379,0.64884,32.5412,1.8149,96.96,heat,spring
405,32.5412,11.8,22.0,106.92,0.44755,0.58979,29.8455,-2.6957,86.91,heat,spring
406,29.8455,9.3,23.0,106.96,0.39896,0.8408,29.2856,-0.5598,134.92,heat,spring
407,29.2856,6.7,0.0,107.0,0.64544,0.52604,30.1087,0.8231,76.87,heat,spring
408,30.1087,5.9,1.0,107.04,0.64461,0.63781,29.9878,-0.1209,95.03,heat,spring
409,29.9878,5.2,2.0,107.08,0.89757,0.82528,31.3097,1.3219,131.54,heat,spring
410,31.3097,4.4,3.0,107.12,0.36662,0.86708,28.326,-2.9837,140.78,heat,spring
411,28.326,4.0,4.0,107.17,0.54435,0.76967,29.0276,0.7016,119.88,heat,spring
412,29.0276,3.7,5.0,107.21,0.83948,0.96983,30.6843,1.6567,165.33,heat,spring
413,30.6843,3.3,6.0,107.25,0.80792,0.54642,30.3321,-0.3521,79.99,heat,spring
414,30.3321,6.1,7.0,107.29,0.46013,0.77635,29.0745,-1.2576,121.24,heat,spring
415,29.0745,8.9,8.0,107.33,0.40394,0.79691,29.8217,0.7472,125.5,heat,spring
416,29.8217,11.7,9.0,107.38,0.35349,0.58172,30.2178,0.3961,190.02,heat,spring
417,30.2178,14.3,10.0,107.42,0.30382,0.70874,30.5561,0.3384,341.05,heat,spring
418,30.5561,16.8,11.0,107.46,0.61245,0.96042,32.7088,2.1527,345.04,heat,spring
419,32.7088,19.4,12.0,107.5,0.35537,0.96646,31.7248,-0.9839,565.84,heat,spring
420,31.7248,20.3,13.0,107.54,0.3131,0.79942,31.8936,0.1688,581.26,heat,spring
421,31.8936,21.3,14.0,107.58,0.91903,0.88311,35.1073,3.2137,283.13,heat,spring
422,35.1073,22.2,15.0,107.62,0.45653,0.91463,32.495,-2.6123,526.64,heat,spring
423,32.495,22.0,16.0,107.67,0.75168,0.93106,33.7901,1.2951,316.8,heat,spring
424,33.7901,21.9,17.0,107.71,0.44078,0.56771,32.2127,-1.5774,368.66,heat,spring
425,32.2127,21.7,18.0,107.75,0.94467,0.50785,33.8424,1.6297,74.15,heat,spring
426,33.8424,20.6,19.0,107.79,0.34074,0.84803,30.5146,-3.3279,327.6,heat,spring
427,30.5146,19.4,20.0,107.83,0.90547,0.8639,33.2422,2.7277,140.07,heat,spring
428,33.2422,18.3,21.0,107.88,0.63894,0.70121,31.6108,-1.6314,106.5,heat,spring
429,31.6108,17.0,22.0,107.92,0.95486,0.88263,33.1591,1.5483,144.33,heat,spring
430,33.1591,15.7,23.0,107.96,0.8367,0.57057,32.1975,-0.9616,83.8,heat,spring
431,32.1975,14.4,0.0,108.0,0.3816,0.96698,29.7156,-2.4819,164.61,heat,spring
432,29.7156,13.5,1.0,108.04,0.68031,0.52511,30.9167,1.2011,76.73,heat,spring
433,30.9167,12.6,2.0,108.08,0.36049,0.63331,29.1809,-1.7359,94.25,heat,spring
434,29.1809,11.7,3.0,108.12,0.43463,0.5339,29.3139,0.133,78.06,heat,spring
435,29.3139,11.3,4.0,108.17,0.56106,0.60091,29.8276,0.5137,88.75,heat,spring
436,29.8276,11.0,5.0,108.21,0.58258,0.77145,29.9431,0.1155,120.24,heat,spring
437,29.9431,10.6,6.0,108.25,0.72431,0.50483,30.5414,0.5983,73.71,heat,spring
438,30.5414,11.0,7.0,108.29,0.70543,0.88136,30.8174,0.2759,144.04,heat,spring
439,30.8174,11.3,8.0,108.33,0.40648,0.97789,29.7936,-1.0238,167.37,heat,spring
440,29.7936,11.7,9.0,108.38,0.94793,0.76067,33.1808,3.3872,118.06,heat,spring
441,33.1808,13.9,10.0,108.42,0.48065,0.52162,31.0816,-2.0991,146.19,heat,spring
442,31.0816,16.1,11.0,108.46,0.77229,0.79098,33.1587,2.0771,139.92,heat,spring
443,33.1587,18.3,12.0,108.5,0.71121,0.89669,32.9785,-0.1802,223.71,heat,spring
444,32.9785,18.3,13.0,108.54,0.84808,0.87301,33.7914,0.813,156.44,heat,spring
445,33.7914,18.3,14.0,108.58,0.82543,0.90119,33.6548,-0.1367,172.99,heat,spring
446,33.6548,18.3,15.0,108.62,0.77732,0.97188,33.354,-0.3007,210.89,heat,spring
447,33.354,18.3,16.0,108.67,0.78431,0.51126,33.3109,-0.0432,94.82,heat,spring
448,33.3109,18.3,17.0,108.71,0.82024,0.92296,33.399,0.0881,153.81,heat,spring
449,33.399,18.3,18.0,108.75,0.84475,0.81423,32.6743,-0.7247,129.17,heat,spring
450,32.6743,15.5,19.0,108.79,0.92357,0.8832,32.8281,0.1538,144.46,heat,spring
451,32.8281,12.8,20.0,108.83,0.81622,0.98782,32.0135,-0.8146,169.9,heat,spring
452,32.0135,10.0,21.0,108.88,0.57423,0.99691,30.4978,-1.5157,172.24,heat,spring
453,30.4978,9.8,22.0,108.92,0.36654,0.5747,29.1426,-1.3552,84.46,heat,spring
454,29.1426,9.6,23.0,108.96,0.42965,0.95388,29.3251,0.1825,161.35,heat,spring
455,29.3251,9.4,0.0,109.0,0.96616,0.8317,31.9921,2.667,132.93,heat,spring
456,31.9921,7.7,1.0,109.04,0.41043,0.86097,28.811,-3.1811,139.41,heat,spring
457,28.811,6.1,2.0,109.08,0.64638,0.52794,29.5627,0.7517,77.16,heat,spring
458,29.5627,4.4,3.0,109.12,0.76266,0.50611,29.9423,0.3795,73.9,heat,spring
459,29.9423,4.0,4.0,109.17,0.93352,0.63297,30.8451,0.9028,94.19,heat,spring
460,30.8451,3.7,5.0,109.21,0.44198,0.96286,28.4457,-2.3993,163.58,heat,spring
461,28.4457,3.3,6.0,109.25,0.63362,0.86018,29.5609,1.1152,139.23,heat,spring
462,29.5609,5.5,7.0,109.29,0.36767,0.66865,28.2733,-1.2876,100.5,heat,spring
463,28.2733,7.8,8.0,109.33,0.73328,0.98638,31.3895,3.1162,169.53,heat,spring
464,31.3895,10.0,9.0,109.38,0.54709,0.5599,30.641,-0.7485,82.1,heat,spring
465,30.641,10.4,10.0,109.42,0.73379,0.87472,32.1583,1.5174,142.52,heat,spring
466,32.1583,10.7,11.0,109.46,0.5302,0.68681,31.4506,-0.7077,173.17,heat,spring
467,31.4506,11.1,12.0,109.5,0.35527,0.78987,30.8757,-0.5749,348.78,heat,spring
468,30.8757,13.0,13.0,109.54,0.37347,0.51941,31.3852,0.5095,316.62,heat,spring
469,31.3852,14.8,14.0,109.58,0.40786,0.82616,31.5017,0.1164,391.37,heat,spring
470,31.5017,16.7,15.0,109.62,0.72787,0.51611,33.1139,1.6123,135.33,heat,spring
471,33.1139,16.7,16.0,109.67,0.53217,0.91069,31.7854,-1.3286,285.66,heat,spring
472,31.7854,16.7,17.0,109.71,0.80157,0.77412,33.1321,1.3468,120.78,heat,spring
473,33.1321,16.7,18.0,109.75,0.6422,0.61216,31.4351,-1.697,90.63,heat,spring
474,31.4351,15.4,19.0,109.79,0.33968,0.76721,29.6128,-1.8223,156.18,heat,spring
475,29.6128,14.1,20.0,109.83,0.93477,0.94595,32.5821,2.9693,159.39,heat,spring
476,32.5821,12.8,21.0,109.88,0.9304,0.7217,32.2724,-0.3098,110.39,heat,spring
477,32.2724,11.5,22.0,109.92,0.8175,0.83284,31.5954,-0.677,133.18,heat,spring
478,31.5954,10.2,23.0,109.96,0.52773,0.80627,29.8637,-1.7317,127.47,heat,spring
479,29.8637,8.9,0.0,110.0,0.51178,0.64578,29.4848,-0.3789,96.42,heat,spring
480,29.4848,8.0,1.0,110.04,0.50624,0.8138,29.3201,-0.1646,129.07,heat,spring
481,29.3201,7.0,2.0,110.08,0.78318,0.91578,30.7183,1.3981,152.09,heat,spring
